MCA_0,MCA_1,MCA_2,MCA_3,target
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-1.1020858467244101,-1.125795923375688,-0.010562709126704511,0.5550622633463722,1
-1.1020858467244101,-1.125795923375688,-0.010562709126704511,0.5550622633463722,1
-1.0077441374173248,-0.9840211144692959,0.11055789645487638,0.9365317586352466,100
-1.1020858467244101,-1.125795923375688,-0.010562709126704511,0.5550622633463722,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.4472375228177974,1.0453042370294152,-0.17217752752595195,0.4415412468487821,1000
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.4472375228177974,1.0453042370294152,-0.17217752752595195,0.4415412468487821,1000
-0.4472375228177974,1.0453042370294152,-0.17217752752595195,0.4415412468487821,1000
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
-0.8463895135886643,-0.18451016842641726,1.1958977303480154,-0.32690060579824276,100
-0.6821297486120642,-0.6656518770624287,0.26312847216991725,-0.3858259364425708,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.3662049447516143,0.037052464208191443,0.6400535680593333,0.8063398775177356,100
0.4885795353918312,-0.10787491817829986,-0.5872599831001862,-0.02954910498571356,1
1.2872781589713833,-0.11833654866054001,-1.5136134431466925,0.20162111118734857,10000
1.3117497525744786,-0.08666492481204931,-0.578907666098488,0.9077255032333381,10000
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
0.3087952195926666,0.047397713685967124,-0.18229750846436824,0.15971375153361417,1000
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.4472375228177974,1.0453042370294152,-0.17217752752595195,0.4415412468487821,1000
0.7248622618029119,-0.008888904410624666,0.2900037812555311,-0.12055899165168554,1000
0.8854384613992778,-0.056692685185118635,-1.0850223865531377,-0.12098926793309635,10000
0.8854384613992778,-0.056692685185118635,-1.0850223865531377,-0.12098926793309635,10000
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.7174634142679642,0.5937597249977171,-0.06428802497293896,1.119204722956338,1000
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
0.4885795353918312,-0.10787491817829986,-0.5872599831001862,-0.02954910498571356,1
0.9826282022952846,-0.021486084574171352,-1.0303391700638556,0.41239185081903557,100
1.11034187476114,-0.06963212509171786,-1.1750883576031734,0.5427955911699337,1000
1.11034187476114,-0.06963212509171786,-1.1750883576031734,0.5427955911699337,1000
0.4857315038029098,-0.001306709882855037,-0.5208225940078873,-0.18146072844897096,10000
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
-1.1020858467244101,-1.125795923375688,-0.010562709126704511,0.5550622633463722,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.4885795353918312,-0.10787491817829986,-0.5872599831001862,-0.02954910498571356,1
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.4885795353918312,-0.10787491817829986,-0.5872599831001862,-0.02954910498571356,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.3898277976588497,1.0349589875516394,0.6501735489977497,1.0881673728329035,100
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
0.874592468465091,-0.0002893701290633474,0.6715844651051659,-0.38378371533307243,1000
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.5971485893370564,0.039257136106921844,0.434752968794849,-0.25096273200258373,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.6821297486120642,-0.6656518770624287,0.26312847216991725,-0.3858259364425708,1
0.2585648204269311,-0.22843508113736927,-0.016848623509773383,-0.22957085087355505,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
1.0572634440064832,-0.23889671161960943,-0.9432020835562798,0.0015993652995070877,10000
0.8854384613992778,-0.056692685185118635,-1.0850223865531377,-0.12098926793309635,10000
1.137003917993343,-0.3226611849060159,-0.19121933529416205,-0.04791158726107923,100000
0.9651789353861379,-0.14045715847152515,-0.3330396382910199,-0.17050022049368269,100000
0.7248622618029119,-0.008888904410624666,0.2900037812555311,-0.12055899165168554,1000
0.8854384613992778,-0.056692685185118635,-1.0850223865531377,-0.12098926793309635,10000
0.8854384613992778,-0.056692685185118635,-1.0850223865531377,-0.12098926793309635,10000
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
0.35290652973401626,-0.08666027223097716,0.1042719820718075,0.15189864441531944,100
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
-0.5749511952836529,1.0934502775469617,-0.0274283399866341,0.3111375064978839,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
0.35290652973401626,-0.08666027223097716,0.1042719820718075,0.15189864441531944,100
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
0.3087952195926666,0.047397713685967124,-0.18229750846436824,0.15971375153361417,1000
-0.6821297486120642,-0.6656518770624287,0.26312847216991725,-0.3858259364425708,1
-0.8580139307551458,-0.9754215801877345,0.49213858030451113,0.6733070349538597,100
-0.8580139307551458,-0.9754215801877345,0.49213858030451113,0.6733070349538597,100
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.5807885047231791,0.040157778901250024,-0.6017481134703007,0.08978147169859062,100
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
-0.7781641722122444,1.29964190265175,1.0446803908779367,-0.6561008771169239,1
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
0.9826282022952846,-0.021486084574171352,-1.0303391700638556,0.41239185081903557,100
1.11034187476114,-0.06963212509171786,-1.1750883576031734,0.5427955911699337,1000
1.11034187476114,-0.06963212509171786,-1.1750883576031734,0.5427955911699337,1000
0.8957583147895753,-0.07273743978477643,0.06671332392646052,1.2593539969890786,1000
0.4885795353918312,-0.10787491817829986,-0.5872599831001862,-0.02954910498571356,1
0.4864467954160938,-0.10161703000514208,-0.7228687190518815,-0.29168802359028384,1
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
-0.6692929045907382,0.9516754686405695,-0.148548945568215,-0.07033198879099054,1
1.0869219436379585,-0.116084617974769,0.6290805846963957,0.31529639470074877,10000
0.5028068800299712,-0.10251767279947027,0.3136323632132681,-0.6324322272914582,1
1.067827375079112,-0.026208393481566637,1.2473910488726045,1.440094746749111,1000
0.7549903049884532,0.08042893703130205,0.7145383474275387,0.5326611400631933,100
0.18108154712681102,0.09554375420351363,-0.03754832092505038,0.029310011182716006,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
-0.5523948483423547,-0.59096789243292,0.6802702828862471,1.0358981488627101,100
-0.660034972667038,-0.8564554377784808,0.023368091317140405,-1.2579528580469734e-05,1
-1.0077441374173248,-0.9840211144692959,0.11055789645487638,0.9365317586352466,100
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
1.3117497525744786,-0.08666492481204931,-0.578907666098488,0.9077255032333381,10000
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.08673983781972576,-0.04623105470287848,-0.15866892650663128,-0.3521594841061585,1
0.23647004448190478,-0.03763152042131716,0.22291175734300347,-0.6153842077875453,1
0.271863235444529,-0.10472234469820066,0.5189329624777523,0.42487038222886103,1
1.067827375079112,-0.026208393481566637,1.2473910488726045,1.440094746749111,1000
0.7549903049884532,0.08042893703130205,0.7145383474275387,0.5326611400631933,100
-1.0077441374173248,-0.9840211144692959,0.11055789645487638,0.9365317586352466,100
-1.1020858467244101,-1.125795923375688,-0.010562709126704511,0.5550622633463722,1
-0.8318599552742433,-0.6742514113439899,-0.11845221167971749,-0.12260121276118392,1
0.6361770020782729,-0.09301749572358076,-0.3412880352022467,-0.5549127472716707,1
1.2872781589713833,-0.11833654866054001,-1.5136134431466925,0.20162111118734857,10000
1.3670186329582434,-0.2021010219469465,-0.7616306948845748,0.15211015862676225,100000
0.9651789353861379,-0.14045715847152515,-0.3330396382910199,-0.17050022049368269,100000
0.4857315038029098,-0.001306709882855037,-0.5208225940078873,-0.18146072844897096,10000
-0.48416950696593497,0.8931841786452474,0.5290529434161687,0.7066978775440289,1
0.16206442600646914,0.9630985955803202,0.8759303459613862,1.9851469657456657,1000
-0.5195626979285591,0.9602750029221309,0.23303173828141976,-0.3335567124723774,1
