temperature,package,preservative,sterilization,target
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.7333333333333334,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.7333333333333334,1.5082644628099173,1
1.9074074074074074,1.2435897435897436,1.6666666666666667,1.5041322314049588,2
1.912037037037037,1.2564102564102564,1.7333333333333334,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9027777777777777,1.626865671641791,1.793103448275862,1.5,3
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9027777777777777,1.626865671641791,1.793103448275862,1.5,3
1.9027777777777777,1.626865671641791,1.793103448275862,1.5,3
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.7926829268292683,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.7804878048780488,1.2435897435897436,1.0,1.5041322314049588,2
1.7926829268292683,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,2.329608938547486,3.25,1.5041322314049588,2
2.576923076923077,2.335195530726257,1.8007662835249043,1.5082644628099173,1
2.4615384615384617,2.3184357541899443,1.789272030651341,3.1666666666666665,4
2.4615384615384617,2.3184357541899443,1.789272030651341,2.6470588235294117,4
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,2.329608938547486,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9027777777777777,2.3240223463687153,1.793103448275862,1.5,3
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.7926829268292683,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9027777777777777,1.626865671641791,1.793103448275862,1.5,3
1.9027777777777777,2.3240223463687153,1.793103448275862,3.357142857142857,3
1.8981481481481481,2.3184357541899443,1.789272030651341,3.1666666666666665,4
1.8981481481481481,2.3184357541899443,1.789272030651341,3.1666666666666665,4
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9027777777777777,1.626865671641791,1.6,1.5,3
1.9074074074074074,1.6417910447761195,1.7969348659003832,1.5041322314049588,2
2.576923076923077,2.335195530726257,1.8007662835249043,1.5082644628099173,1
2.5384615384615383,2.329608938547486,1.7969348659003832,3.2222222222222223,2
2.5,2.3240223463687153,1.793103448275862,3.1944444444444446,3
2.5,2.3240223463687153,1.793103448275862,3.1944444444444446,3
1.8981481481481481,2.3184357541899443,1.789272030651341,1.4958677685950412,4
1.9074074074074074,2.329608938547486,1.7969348659003832,1.5041322314049588,2
1.7926829268292683,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.7333333333333334,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
2.576923076923077,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,2.329608938547486,1.7969348659003832,1.5041322314049588,2
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
2.576923076923077,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,1.6417910447761195,3.25,1.5041322314049588,2
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.7926829268292683,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.7682926829268293,2.3240223463687153,1.793103448275862,3.357142857142857,3
1.912037037037037,1.6567164179104477,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.9074074074074074,2.329608938547486,1.7969348659003832,3.392857142857143,2
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.7926829268292683,1.2564102564102564,1.8007662835249043,1.5082644628099173,1
1.912037037037037,2.335195530726257,2.5,1.5082644628099173,1
1.912037037037037,2.335195530726257,1.8007662835249043,1.5082644628099173,1
1.8981481481481481,2.3184357541899443,2.375,3.1666666666666665,4
1.8981481481481481,2.3184357541899443,1.789272030651341,3.1666666666666665,4
1.8935185185185186,2.3128491620111733,2.3333333333333335,3.138888888888889,5
